method,x0_x,x0_y,x_final_x,x_final_y,f_final,nit,grad_norm,success,u,A,g_prime
Newton,-100,80,0.0,-20033.873608497768,-3.1414928251624796,17,7.04682461875353e-09,True,-20032.873608497768,4.974308298835355e-13,4.982857473752929e-09
Newton,-100,90,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-100,100,0.0,2.058823529411754,1.3135818775576271,1,1.5458914976361904,False,3.058823529411754,-0.1738754113871094,1.093110360957178
Newton,-90,-100,-3.683376080373713e-09,-16476.45556367828,-3.141471271942171,12,7.366752241763384e-09,True,-16475.45556368196,8.941885373563125e-13,7.366752241763384e-09
Newton,-90,-90,0.0,-23416.23467568627,-3.1415072445848793,12,5.158130525699953e-09,True,-23415.23467568627,3.115164570747263e-13,3.647349072967768e-09
Newton,-90,-80,0.0,-22118.62594067723,-3.1415022341033634,12,5.7810812848959195e-09,True,-22117.62594067723,3.696205571726971e-13,4.087841779140544e-09
Newton,-90,-70,0.0,-20820.999104664246,-3.1414965990262487,12,6.5241060218972245e-09,True,-20819.999104664246,4.4312272111240934e-13,4.613239609263518e-09
Newton,-90,-60,0.0,-19523.350562957086,-3.1414902147802146,12,7.420173331531187e-09,True,-19522.350562957086,5.374815733744132e-13,5.246854880305279e-09
Newton,-90,-50,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-90,-40,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-90,-30,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-90,-20,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-90,-10,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-90,0,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-90,10,0.0,-23487.305882715613,-3.141507503022008,14,5.1269620178259065e-09,True,-23486.305882715613,3.0869717380831513e-13,3.6253096096905636e-09
Newton,-90,20,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-90,30,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-90,40,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-90,50,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-90,60,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-90,70,0.0,-20033.873608497768,-3.1414928251624796,17,7.04682461875353e-09,True,-20032.873608497768,4.974308298835355e-13,4.982857473752929e-09
Newton,-90,80,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-90,90,0.0,2.058823529411754,1.3135818775576271,1,1.5458914976361904,False,3.058823529411754,-0.1738754113871094,1.093110360957178
Newton,-90,100,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-80,-100,0.0,-23416.23467568627,-3.1415072445848793,12,5.158130525699953e-09,True,-23415.23467568627,3.115164570747263e-13,3.647349072967768e-09
Newton,-80,-90,0.0,-22118.62594067723,-3.1415022341033634,12,5.7810812848959195e-09,True,-22117.62594067723,3.696205571726971e-13,4.087841779140544e-09
Newton,-80,-80,0.0,-20820.999104664246,-3.1414965990262487,12,6.5241060218972245e-09,True,-20819.999104664246,4.4312272111240934e-13,4.613239609263518e-09
Newton,-80,-70,0.0,-19523.350562957086,-3.1414902147802146,12,7.420173331531187e-09,True,-19522.350562957086,5.374815733744132e-13,5.246854880305279e-09
Newton,-80,-60,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-80,-50,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-80,-40,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-80,-30,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-80,-20,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-80,-10,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-80,0,0.0,-23487.305882715616,-3.141507503022008,14,5.126962017825905e-09,True,-23486.305882715616,3.0869717380831493e-13,3.6253096096905624e-09
Newton,-80,10,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-80,20,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-80,30,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-80,40,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-80,50,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-80,60,0.0,-20033.873608497768,-3.1414928251624796,17,7.04682461875353e-09,True,-20032.873608497768,4.974308298835355e-13,4.982857473752929e-09
Newton,-80,70,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-80,80,0.0,2.058823529411754,1.3135818775576271,1,1.5458914976361904,False,3.058823529411754,-0.1738754113871094,1.093110360957178
Newton,-80,90,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-80,100,0.0,29.606430318569256,3.072723786075624,200,0.0033612981584435478,False,30.606430318569256,-0.00016442030924078137,0.0023767967214252867
Newton,-70,-100,0.0,-22118.62594067723,-3.1415022341033634,12,5.7810812848959195e-09,True,-22117.62594067723,3.696205571726971e-13,4.087841779140544e-09
Newton,-70,-90,0.0,-20820.999104664246,-3.1414965990262487,12,6.5241060218972245e-09,True,-20819.999104664246,4.4312272111240934e-13,4.613239609263518e-09
Newton,-70,-80,0.0,-19523.350562957086,-3.1414902147802146,12,7.420173331531187e-09,True,-19522.350562957086,5.374815733744132e-13,5.246854880305279e-09
Newton,-70,-70,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-70,-60,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-70,-50,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-70,-40,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-70,-30,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-70,-20,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-70,-10,0.0,-23487.305882715616,-3.141507503022008,14,5.126962017825905e-09,True,-23486.305882715616,3.0869717380831493e-13,3.6253096096905624e-09
Newton,-70,0,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-70,10,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-70,20,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-70,30,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-70,40,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-70,50,0.0,-20033.873608497768,-3.1414928251624796,17,7.04682461875353e-09,True,-20032.873608497768,4.974308298835355e-13,4.982857473752929e-09
Newton,-70,60,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-70,70,0.0,2.058823529411754,1.3135818775576271,1,1.5458914976361904,False,3.058823529411754,-0.1738754113871094,1.093110360957178
Newton,-70,80,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-70,90,0.0,29.606430318569256,3.072723786075624,200,0.0033612981584435478,False,30.606430318569256,-0.00016442030924078137,0.0023767967214252867
Newton,-70,100,0.0,44.65367168622977,3.096251765916571,200,0.0014550931666847215,False,45.65367168622977,-4.674284042100694e-05,0.001028906245420974
Newton,-60,-100,0.0,-20820.999104664246,-3.1414965990262487,12,6.5241060218972245e-09,True,-20819.999104664246,4.4312272111240934e-13,4.613239609263518e-09
Newton,-60,-90,0.0,-19523.350562957086,-3.1414902147802146,12,7.420173331531187e-09,True,-19522.350562957086,5.374815733744132e-13,5.246854880305279e-09
Newton,-60,-80,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-60,-70,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-60,-60,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-60,-50,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-60,-40,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-60,-30,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-60,-20,0.0,-23487.305882715613,-3.141507503022008,14,5.1269620178259065e-09,True,-23486.305882715613,3.0869717380831513e-13,3.6253096096905636e-09
Newton,-60,-10,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-60,0,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-60,10,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-60,20,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-60,30,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-60,40,0.0,-20033.873608497765,-3.1414928251624796,17,7.0468246187535325e-09,True,-20032.873608497765,4.974308298835357e-13,4.9828574737529304e-09
Newton,-60,50,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-60,60,0.0,2.058823529411768,1.3135818775576427,1,1.5458914976361866,False,3.058823529411768,-0.17387541138713652,1.0931103609571753
Newton,-60,70,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-60,80,0.0,29.606430318569256,3.072723786075624,200,0.0033612981584435478,False,30.606430318569256,-0.00016442030924078137,0.0023767967214252867
Newton,-60,90,0.0,44.65367168622977,3.096251765916571,200,0.0014550931666847215,False,45.65367168622977,-4.674284042100694e-05,0.001028906245420974
Newton,-60,100,0.0,59.67768745330247,3.107777632707184,200,0.0008089871811066202,False,60.67768745330247,-1.936467623477386e-05,0.0005720403216534808
Newton,-50,-100,0.0,-19523.350562957086,-3.1414902147802146,12,7.420173331531187e-09,True,-19522.350562957086,5.374815733744132e-13,5.246854880305279e-09
Newton,-50,-90,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-50,-80,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-50,-70,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-50,-60,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-50,-50,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-50,-40,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-50,-30,0.0,-23487.305882715613,-3.141507503022008,14,5.1269620178259065e-09,True,-23486.305882715613,3.0869717380831513e-13,3.6253096096905636e-09
Newton,-50,-20,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-50,-10,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-50,0,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-50,10,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-50,20,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-50,30,0.0,-20033.873608497765,-3.1414928251624796,17,7.0468246187535325e-09,True,-20032.873608497765,4.974308298835357e-13,4.9828574737529304e-09
Newton,-50,40,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-50,50,0.0,2.058823529411768,1.3135818775576427,1,1.5458914976361866,False,3.058823529411768,-0.17387541138713652,1.0931103609571753
Newton,-50,60,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-50,70,0.0,29.606430318569256,3.072723786075624,200,0.0033612981584435478,False,30.606430318569256,-0.00016442030924078137,0.0023767967214252867
Newton,-50,80,0.0,44.65367168622977,3.096251765916571,200,0.0014550931666847215,False,45.65367168622977,-4.674284042100694e-05,0.001028906245420974
Newton,-50,90,0.0,59.67768745330247,3.107777632707184,200,0.0008089871811066202,False,60.67768745330247,-1.936467623477386e-05,0.0005720403216534808
Newton,-50,100,0.0,74.6921595946767,3.1146262401027585,200,0.0005143780782177484,False,75.6921595946767,-9.815049662670325e-06,0.0003637202272014742
Newton,-40,-100,0.0,-18225.675685992086,-3.141482921298939,12,8.514397009057755e-09,True,-18224.675685992086,6.606529061011827e-13,6.020587862819197e-09
Newton,-40,-90,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-40,-80,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-40,-70,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-40,-60,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-40,-50,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-40,-40,0.0,-23487.305882715613,-3.141507503022008,14,5.1269620178259065e-09,True,-23486.305882715613,3.0869717380831513e-13,3.6253096096905636e-09
Newton,-40,-30,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-40,-20,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-40,-10,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-40,0,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
Newton,-40,10,0.0,-19959.32224683499,-3.14149245229617,16,7.099563714562358e-09,True,-19958.32224683499,5.030254935546339e-13,5.0201496460329975e-09
Newton,-40,20,0.0,-20033.873608497765,-3.1414928251624796,17,7.0468246187535325e-09,True,-20032.873608497765,4.974308298835357e-13,4.9828574737529304e-09
Newton,-40,30,0.0,-22585.606646591503,-3.1415041035781064,19,5.5444982340790735e-09,True,-22584.606646591503,3.4716495455640246e-13,3.920552299594151e-09
Newton,-40,40,0.0,2.058823529411768,1.3135818775576427,1,1.5458914976361866,False,3.058823529411768,-0.17387541138713652,1.0931103609571753
Newton,-40,50,0.0,14.478818704053847,2.9971129852873504,200,0.014901783012187352,False,15.478818704053847,-0.0015509398069538025,0.010537151819688173
Newton,-40,60,0.0,29.606430318569256,3.072723786075624,200,0.0033612981584435478,False,30.606430318569256,-0.00016442030924078137,0.0023767967214252867
Newton,-40,70,0.0,44.65367168622977,3.096251765916571,200,0.0014550931666847215,False,45.65367168622977,-4.674284042100694e-05,0.001028906245420974
Newton,-40,80,0.0,59.67768745330247,3.107777632707184,200,0.0008089871811066202,False,60.67768745330247,-1.936467623477386e-05,0.0005720403216534808
Newton,-40,90,0.0,74.6921595946767,3.1146262401027585,200,0.0005143780782177484,False,75.6921595946767,-9.815049662670325e-06,0.0003637202272014742
Newton,-40,100,0.0,89.70181922835451,3.119166185165554,200,0.00035572248724412286,False,90.70181922835451,-5.643729057722003e-06,0.0002515337829508644
Newton,-30,-100,0.0,-16927.968427364474,-3.141474509410244,12,9.869829865935849e-09,True,-16926.968427364474,8.245310315387166e-13,6.9790236273607525e-09
Newton,-30,-90,0.0,-23445.580921792385,-3.1415073514869114,13,5.145226276342664e-09,True,-23444.580921792385,3.103481934513788e-13,3.6382243907411073e-09
Newton,-30,-80,0.0,-21498.882285734682,-3.141499627660875,13,6.1191772708048095e-09,True,-21497.882285734682,4.025149876204487e-13,4.326911743468672e-09
Newton,-30,-70,0.0,-19552.08360001123,-3.1414903653167476,13,7.398381074475884e-09,True,-19551.08360001123,5.351155236839563e-13,5.2314454275641134e-09
Newton,-30,-60,0.0,-17605.151783095225,-3.1414790537051083,13,9.12516625751539e-09,True,-17604.151783095225,7.329995094005087e-13,6.452466940143802e-09
Newton,-30,-50,0.0,-23487.305882715616,-3.141507503022008,14,5.126962017825905e-09,True,-23486.305882715616,3.0869717380831493e-13,3.6253096096905624e-09
Newton,-30,-40,0.0,-20566.24429048948,-3.1414954092238006,14,6.686731772181249e-09,True,-20565.24429048948,4.597940614786939e-13,4.7282333800849015e-09
Newton,-30,-30,0.0,-17644.600400898096,-3.1414793076769407,14,9.084410149392796e-09,True,-17643.600400898096,7.280942576014411e-13,6.4236480197155435e-09
Newton,-30,-20,0.0,-22083.296117341542,-3.141502089449587,15,5.799593315872613e-09,True,-22082.296117341542,3.713973619696766e-13,4.1009317617777e-09
Newton,-30,-10,0.0,-17697.036269559827,-3.1414796435085153,15,9.030657666110258e-09,True,-17696.036269559827,7.216416222292372e-13,6.385639274280844e-09
